user_id,session_id,event_time,event_type,content_id,group
u_424,s_27,2025-06-13 12:56:00,visit,c_18,control
u_424,s_27,2025-06-13 12:56:10,watch_start,c_18,control
u_383,s_28,2025-06-30 17:53:00,visit,c_60,control
u_383,s_28,2025-06-30 17:53:10,watch_start,c_60,control
u_383,s_28,2025-06-30 17:53:20,watch_complete,c_60,control
u_383,s_28,2025-06-30 17:53:30,like,c_60,control
u_201,s_29,2025-06-12 05:57:00,visit,c_79,control
u_201,s_29,2025-06-12 05:57:10,watch_start,c_79,control
u_44,s_30,2025-06-29 13:55:00,visit,c_77,control
u_44,s_30,2025-06-29 13:55:10,watch_start,c_77,control
u_44,s_30,2025-06-29 13:55:20,watch_complete,c_77,control
u_44,s_30,2025-06-29 13:55:30,like,c_77,control
u_44,s_30,2025-06-29 13:55:40,share,c_77,control
u_65,s_31,2025-06-11 06:42:00,visit,c_62,control
u_175,s_32,2025-06-15 04:05:00,visit,c_64,control
u_175,s_32,2025-06-15 04:05:10,watch_start,c_64,control
u_175,s_32,2025-06-15 04:05:20,watch_complete,c_64,control
u_175,s_32,2025-06-15 04:05:30,like,c_64,control
u_175,s_32,2025-06-15 04:05:40,share,c_64,control
u_231,s_33,2025-06-29 21:28:00,visit,c_79,control
u_231,s_33,2025-06-29 21:28:10,watch_start,c_79,control
u_254,s_34,2025-06-28 19:51:00,visit,c_12,test
u_254,s_34,2025-06-28 19:51:10,watch_start,c_12,test
u_400,s_35,2025-06-21 14:02:00,visit,c_50,control
u_400,s_35,2025-06-21 14:02:10,watch_start,c_50,control
u_400,s_35,2025-06-21 14:02:20,watch_complete,c_50,control
u_61,s_36,2025-06-15 20:07:00,visit,c_9,test
u_61,s_36,2025-06-15 20:07:10,watch_start,c_9,test
u_61,s_36,2025-06-15 20:07:20,watch_complete,c_9,test
u_271,s_37,2025-06-14 17:56:00,visit,c_40,control
u_271,s_37,2025-06-14 17:56:10,watch_start,c_40,control
u_271,s_37,2025-06-14 17:56:20,watch_complete,c_40,control
u_271,s_37,2025-06-14 17:56:30,like,c_40,control
u_271,s_37,2025-06-14 17:56:40,share,c_40,control
u_69,s_38,2025-06-28 19:48:00,visit,c_23,test
u_69,s_38,2025-06-28 19:48:10,watch_start,c_23,test
u_69,s_38,2025-06-28 19:48:20,watch_complete,c_23,test
u_385,s_39,2025-06-25 12:28:00,visit,c_20,test
u_385,s_39,2025-06-25 12:28:10,watch_start,c_20,test
u_385,s_39,2025-06-25 12:28:20,watch_complete,c_20,test
u_67,s_40,2025-06-13 23:55:00,visit,c_64,test
u_67,s_40,2025-06-13 23:55:10,watch_start,c_64,test
u_67,s_40,2025-06-13 23:55:20,watch_complete,c_64,test
u_231,s_41,2025-06-27 18:25:00,visit,c_63,control
u_231,s_41,2025-06-27 18:25:10,watch_start,c_63,control
u_231,s_41,2025-06-27 18:25:20,watch_complete,c_63,control
u_231,s_41,2025-06-27 18:25:30,like,c_63,control
u_231,s_41,2025-06-27 18:25:40,share,c_63,control
u_127,s_42,2025-06-19 05:50:00,visit,c_16,test
u_489,s_43,2025-06-02 06:30:00,visit,c_63,control
u_290,s_44,2025-06-02 02:07:00,visit,c_46,control
u_290,s_44,2025-06-02 02:07:10,watch_start,c_46,control
u_478,s_45,2025-06-30 02:14:00,visit,c_19,control
u_61,s_46,2025-06-19 10:45:00,visit,c_79,test
u_61,s_46,2025-06-19 10:45:10,watch_start,c_79,test
u_229,s_47,2025-06-19 06:13:00,visit,c_23,test
u_229,s_47,2025-06-19 06:13:10,watch_start,c_23,test
u_163,s_48,2025-06-09 10:41:00,visit,c_58,control
u_358,s_49,2025-06-29 07:33:00,visit,c_66,control
u_358,s_49,2025-06-29 07:33:10,watch_start,c_66,control
u_358,s_49,2025-06-29 07:33:20,watch_complete,c_66,control
u_358,s_49,2025-06-29 07:33:30,like,c_66,control
u_35,s_50,2025-06-19 13:45:00,visit,c_29,test
u_124,s_51,2025-06-28 03:48:00,visit,c_68,test
u_11,s_52,2025-06-27 15:29:00,visit,c_71,test
u_11,s_52,2025-06-27 15:29:10,watch_start,c_71,test
u_11,s_52,2025-06-27 15:29:20,watch_complete,c_71,test
u_11,s_52,2025-06-27 15:29:30,like,c_71,test
u_11,s_52,2025-06-27 15:29:40,share,c_71,test
u_428,s_53,2025-06-25 11:38:00,visit,c_28,control
u_428,s_53,2025-06-25 11:38:10,watch_start,c_28,control
u_428,s_53,2025-06-25 11:38:20,watch_complete,c_28,control
u_71,s_54,2025-06-12 14:41:00,visit,c_21,test
u_71,s_54,2025-06-12 14:41:10,watch_start,c_21,test
u_71,s_54,2025-06-12 14:41:20,watch_complete,c_21,test
u_378,s_55,2025-06-29 05:54:00,visit,c_3,test
u_378,s_55,2025-06-29 05:54:10,watch_start,c_3,test
u_484,s_56,2025-06-10 12:06:00,visit,c_20,control
u_108,s_57,2025-06-07 17:35:00,visit,c_45,test
u_108,s_57,2025-06-07 17:35:10,watch_start,c_45,test
u_108,s_57,2025-06-07 17:35:20,watch_complete,c_45,test
u_108,s_57,2025-06-07 17:35:30,like,c_45,test
u_108,s_57,2025-06-07 17:35:40,share,c_45,test
u_323,s_58,2025-06-17 18:50:00,visit,c_20,test
u_323,s_58,2025-06-17 18:50:10,watch_start,c_20,test
u_323,s_58,2025-06-17 18:50:20,watch_complete,c_20,test
u_275,s_59,2025-06-16 02:45:00,visit,c_74,control
u_275,s_59,2025-06-16 02:45:10,watch_start,c_74,control
u_275,s_59,2025-06-16 02:45:20,watch_complete,c_74,control
u_310,s_60,2025-06-29 04:12:00,visit,c_3,test
u_310,s_60,2025-06-29 04:12:10,watch_start,c_3,test
u_310,s_60,2025-06-29 04:12:20,watch_complete,c_3,test
u_310,s_60,2025-06-29 04:12:30,like,c_3,test
u_448,s_61,2025-06-03 19:17:00,visit,c_74,test
u_448,s_61,2025-06-03 19:17:10,watch_start,c_74,test
u_448,s_61,2025-06-03 19:17:20,watch_complete,c_74,test
u_61,s_62,2025-06-26 18:29:00,visit,c_21,control
u_61,s_62,2025-06-26 18:29:10,watch_start,c_21,control
u_404,s_63,2025-06-21 16:56:00,visit,c_94,test
u_404,s_63,2025-06-21 16:56:10,watch_start,c_94,test
u_404,s_63,2025-06-21 16:56:20,watch_complete,c_94,test
u_241,s_64,2025-06-29 18:19:00,visit,c_99,control
u_241,s_64,2025-06-29 18:19:10,watch_start,c_99,control
u_241,s_64,2025-06-29 18:19:20,watch_complete,c_99,control
u_31,s_65,2025-06-21 21:15:00,visit,c_14,test
u_31,s_65,2025-06-21 21:15:10,watch_start,c_14,test
u_31,s_65,2025-06-21 21:15:20,watch_complete,c_14,test
u_31,s_65,2025-06-21 21:15:30,like,c_14,test
u_67,s_66,2025-06-13 21:58:00,visit,c_10,control
u_67,s_66,2025-06-13 21:58:10,watch_start,c_10,control
u_67,s_66,2025-06-13 21:58:20,watch_complete,c_10,control
u_473,s_67,2025-06-21 02:45:00,visit,c_32,control
u_473,s_67,2025-06-21 02:45:10,watch_start,c_32,control
u_473,s_67,2025-06-21 02:45:20,watch_complete,c_32,control
u_473,s_67,2025-06-21 02:45:30,like,c_32,control
u_174,s_68,2025-06-30 03:16:00,visit,c_93,control
u_174,s_68,2025-06-30 03:16:10,watch_start,c_93,control
u_384,s_69,2025-06-30 20:33:00,visit,c_18,test
u_384,s_69,2025-06-30 20:33:10,watch_start,c_18,test
u_384,s_69,2025-06-30 20:33:20,watch_complete,c_18,test
u_384,s_69,2025-06-30 20:33:30,like,c_18,test
u_119,s_70,2025-06-24 10:41:00,visit,c_94,control
u_425,s_71,2025-06-23 20:50:00,visit,c_66,test
u_425,s_71,2025-06-23 20:50:10,watch_start,c_66,test
u_425,s_71,2025-06-23 20:50:20,watch_complete,c_66,test
u_451,s_72,2025-06-06 00:16:00,visit,c_82,control
u_451,s_72,2025-06-06 00:16:10,watch_start,c_82,control
u_451,s_72,2025-06-06 00:16:20,watch_complete,c_82,control
u_451,s_72,2025-06-06 00:16:30,like,c_82,control
u_451,s_72,2025-06-06 00:16:40,share,c_82,control
u_54,s_73,2025-06-02 12:08:00,visit,c_18,test
u_83,s_74,2025-06-23 04:10:00,visit,c_88,control
u_29,s_75,2025-06-02 03:30:00,visit,c_74,control
u_29,s_75,2025-06-02 03:30:10,watch_start,c_74,control
u_29,s_75,2025-06-02 03:30:20,watch_complete,c_74,control
u_29,s_75,2025-06-02 03:30:30,like,c_74,control
u_19,s_76,2025-06-22 01:36:00,visit,c_5,control
u_456,s_77,2025-06-24 16:13:00,visit,c_35,test
u_220,s_78,2025-06-12 03:08:00,visit,c_73,test
u_220,s_78,2025-06-12 03:08:10,watch_start,c_73,test
u_220,s_78,2025-06-12 03:08:20,watch_complete,c_73,test
u_220,s_78,2025-06-12 03:08:30,like,c_73,test
u_220,s_78,2025-06-12 03:08:40,share,c_73,test
u_428,s_79,2025-06-08 17:03:00,visit,c_42,test
u_500,s_80,2025-06-10 06:35:00,visit,c_83,test
u_500,s_80,2025-06-10 06:35:10,watch_start,c_83,test
u_500,s_80,2025-06-10 06:35:20,watch_complete,c_83,test
u_500,s_80,2025-06-10 06:35:30,like,c_83,test
u_147,s_81,2025-06-22 04:44:00,visit,c_45,control
u_147,s_81,2025-06-22 04:44:10,watch_start,c_45,control
u_147,s_81,2025-06-22 04:44:20,watch_complete,c_45,control
u_441,s_82,2025-06-27 06:48:00,visit,c_32,test
u_441,s_82,2025-06-27 06:48:10,watch_start,c_32,test
u_441,s_82,2025-06-27 06:48:20,watch_complete,c_32,test
u_441,s_82,2025-06-27 06:48:30,like,c_32,test
u_32,s_83,2025-06-12 07:56:00,visit,c_91,control
u_32,s_83,2025-06-12 07:56:10,watch_start,c_91,control
u_32,s_83,2025-06-12 07:56:20,watch_complete,c_91,control
u_426,s_84,2025-06-02 08:31:00,visit,c_99,test
u_426,s_84,2025-06-02 08:31:10,watch_start,c_99,test
u_317,s_85,2025-06-27 15:13:00,visit,c_80,test
u_317,s_85,2025-06-27 15:13:10,watch_start,c_80,test
u_317,s_85,2025-06-27 15:13:20,watch_complete,c_80,test
u_317,s_85,2025-06-27 15:13:30,like,c_80,test
u_317,s_85,2025-06-27 15:13:40,share,c_80,test
u_41,s_86,2025-06-13 18:59:00,visit,c_72,test
u_41,s_86,2025-06-13 18:59:10,watch_start,c_72,test
u_41,s_86,2025-06-13 18:59:20,watch_complete,c_72,test
u_60,s_87,2025-06-09 09:33:00,visit,c_59,test
u_60,s_87,2025-06-09 09:33:10,watch_start,c_59,test
u_464,s_88,2025-06-01 12:25:00,visit,c_77,control
u_464,s_88,2025-06-01 12:25:10,watch_start,c_77,control
u_321,s_89,2025-06-27 16:36:00,visit,c_52,control
u_321,s_89,2025-06-27 16:36:10,watch_start,c_52,control
u_321,s_89,2025-06-27 16:36:20,watch_complete,c_52,control
u_321,s_89,2025-06-27 16:36:30,like,c_52,control
u_321,s_89,2025-06-27 16:36:40,share,c_52,control
u_351,s_90,2025-06-28 08:34:00,visit,c_37,test
u_351,s_90,2025-06-28 08:34:10,watch_start,c_37,test
u_351,s_90,2025-06-28 08:34:20,watch_complete,c_37,test
u_351,s_90,2025-06-28 08:34:30,like,c_37,test
u_289,s_91,2025-06-12 07:36:00,visit,c_97,control
u_289,s_91,2025-06-12 07:36:10,watch_start,c_97,control
u_364,s_92,2025-06-04 14:18:00,visit,c_87,test
u_324,s_93,2025-06-27 01:25:00,visit,c_30,test
u_78,s_94,2025-06-17 11:58:00,visit,c_7,test
u_78,s_94,2025-06-17 11:58:10,watch_start,c_7,test
u_78,s_94,2025-06-17 11:58:20,watch_complete,c_7,test
u_423,s_95,2025-06-11 08:14:00,visit,c_61,control
u_423,s_95,2025-06-11 08:14:10,watch_start,c_61,control
u_265,s_96,2025-06-29 20:41:00,visit,c_65,test
u_253,s_97,2025-06-02 04:40:00,visit,c_51,control
u_233,s_98,2025-06-13 03:18:00,visit,c_89,test
u_233,s_98,2025-06-13 03:18:10,watch_start,c_89,test
u_233,s_98,2025-06-13 03:18:20,watch_complete,c_89,test
u_307,s_99,2025-06-29 02:00:00,visit,c_60,test
u_307,s_99,2025-06-29 02:00:10,watch_start,c_60,test
u_307,s_99,2025-06-29 02:00:20,watch_complete,c_60,test
u_250,s_100,2025-06-13 09:31:00,visit,c_4,test
u_485,s_101,2025-06-04 16:04:00,visit,c_54,control
u_485,s_101,2025-06-04 16:04:10,watch_start,c_54,control
u_485,s_101,2025-06-04 16:04:20,watch_complete,c_54,control
u_485,s_101,2025-06-04 16:04:30,like,c_54,control
u_371,s_102,2025-06-19 06:04:00,visit,c_61,control
u_1,s_103,2025-06-17 22:06:00,visit,c_72,control
u_1,s_103,2025-06-17 22:06:10,watch_start,c_72,control
u_1,s_103,2025-06-17 22:06:20,watch_complete,c_72,control
u_220,s_104,2025-06-09 15:04:00,visit,c_41,control
u_220,s_104,2025-06-09 15:04:10,watch_start,c_41,control
u_220,s_104,2025-06-09 15:04:20,watch_complete,c_41,control
u_112,s_105,2025-06-27 21:35:00,visit,c_8,control
u_112,s_105,2025-06-27 21:35:10,watch_start,c_8,control
u_112,s_105,2025-06-27 21:35:20,watch_complete,c_8,control
u_218,s_106,2025-06-07 20:24:00,visit,c_46,control
u_422,s_107,2025-06-05 19:42:00,visit,c_30,control
u_344,s_108,2025-06-02 18:30:00,visit,c_77,control
u_354,s_109,2025-06-23 06:34:00,visit,c_61,test
u_354,s_109,2025-06-23 06:34:10,watch_start,c_61,test
u_354,s_109,2025-06-23 06:34:20,watch_complete,c_61,test
u_417,s_110,2025-06-28 09:43:00,visit,c_25,control
u_417,s_110,2025-06-28 09:43:10,watch_start,c_25,control
u_323,s_111,2025-06-19 21:03:00,visit,c_11,test
u_323,s_111,2025-06-19 21:03:10,watch_start,c_11,test
u_48,s_112,2025-06-10 12:38:00,visit,c_59,control
u_48,s_112,2025-06-10 12:38:10,watch_start,c_59,control
u_48,s_112,2025-06-10 12:38:20,watch_complete,c_59,control
u_48,s_112,2025-06-10 12:38:30,like,c_59,control
u_208,s_113,2025-06-24 20:32:00,visit,c_40,control
u_208,s_113,2025-06-24 20:32:10,watch_start,c_40,control
u_208,s_113,2025-06-24 20:32:20,watch_complete,c_40,control
u_331,s_114,2025-06-25 21:20:00,visit,c_75,control
u_331,s_114,2025-06-25 21:20:10,watch_start,c_75,control
u_331,s_114,2025-06-25 21:20:20,watch_complete,c_75,control
u_331,s_114,2025-06-25 21:20:30,like,c_75,control
u_331,s_114,2025-06-25 21:20:40,share,c_75,control
u_317,s_115,2025-06-24 11:05:00,visit,c_23,control
u_136,s_116,2025-06-05 15:45:00,visit,c_74,test
u_136,s_116,2025-06-05 15:45:10,watch_start,c_74,test
u_136,s_116,2025-06-05 15:45:20,watch_complete,c_74,test
u_177,s_117,2025-06-28 11:47:00,visit,c_54,control
u_177,s_117,2025-06-28 11:47:10,watch_start,c_54,control
u_177,s_117,2025-06-28 11:47:20,watch_complete,c_54,control
u_14,s_118,2025-06-08 13:21:00,visit,c_47,control
u_14,s_118,2025-06-08 13:21:10,watch_start,c_47,control
u_14,s_118,2025-06-08 13:21:20,watch_complete,c_47,control
u_186,s_119,2025-06-23 07:53:00,visit,c_26,control
u_186,s_119,2025-06-23 07:53:10,watch_start,c_26,control
u_186,s_119,2025-06-23 07:53:20,watch_complete,c_26,control
u_408,s_120,2025-06-01 13:34:00,visit,c_81,test
u_1,s_121,2025-06-16 17:09:00,visit,c_70,test
u_1,s_121,2025-06-16 17:09:10,watch_start,c_70,test
u_1,s_121,2025-06-16 17:09:20,watch_complete,c_70,test
u_77,s_122,2025-06-10 10:47:00,visit,c_98,test
u_77,s_122,2025-06-10 10:47:10,watch_start,c_98,test
u_77,s_122,2025-06-10 10:47:20,watch_complete,c_98,test
u_77,s_122,2025-06-10 10:47:30,like,c_98,test
u_77,s_122,2025-06-10 10:47:40,share,c_98,test
u_145,s_123,2025-06-26 07:51:00,visit,c_46,control
u_105,s_124,2025-06-15 05:22:00,visit,c_16,control
u_447,s_125,2025-06-08 12:52:00,visit,c_53,test
u_447,s_125,2025-06-08 12:52:10,watch_start,c_53,test
u_447,s_125,2025-06-08 12:52:20,watch_complete,c_53,test
u_447,s_125,2025-06-08 12:52:30,like,c_53,test
u_447,s_125,2025-06-08 12:52:40,share,c_53,test
u_342,s_126,2025-06-22 13:24:00,visit,c_93,control
u_342,s_126,2025-06-22 13:24:10,watch_start,c_93,control
u_342,s_126,2025-06-22 13:24:20,watch_complete,c_93,control
u_168,s_127,2025-06-30 10:33:00,visit,c_1,test
u_168,s_127,2025-06-30 10:33:10,watch_start,c_1,test
u_168,s_127,2025-06-30 10:33:20,watch_complete,c_1,test
u_301,s_128,2025-06-19 07:03:00,visit,c_24,test
u_301,s_128,2025-06-19 07:03:10,watch_start,c_24,test
u_301,s_128,2025-06-19 07:03:20,watch_complete,c_24,test
u_225,s_129,2025-06-02 09:46:00,visit,c_34,test
u_225,s_129,2025-06-02 09:46:10,watch_start,c_34,test
u_225,s_129,2025-06-02 09:46:20,watch_complete,c_34,test
u_225,s_129,2025-06-02 09:46:30,like,c_34,test
u_156,s_130,2025-06-30 04:11:00,visit,c_58,control
u_156,s_130,2025-06-30 04:11:10,watch_start,c_58,control
u_156,s_130,2025-06-30 04:11:20,watch_complete,c_58,control
u_156,s_130,2025-06-30 04:11:30,like,c_58,control
u_156,s_130,2025-06-30 04:11:40,share,c_58,control
u_91,s_131,2025-06-01 17:03:00,visit,c_62,test
u_374,s_132,2025-06-10 19:36:00,visit,c_54,control
u_374,s_132,2025-06-10 19:36:10,watch_start,c_54,control
u_374,s_132,2025-06-10 19:36:20,watch_complete,c_54,control
u_374,s_132,2025-06-10 19:36:30,like,c_54,control
u_172,s_133,2025-06-15 18:45:00,visit,c_16,test
u_172,s_133,2025-06-15 18:45:10,watch_start,c_16,test
u_172,s_133,2025-06-15 18:45:20,watch_complete,c_16,test
u_172,s_133,2025-06-15 18:45:30,like,c_16,test
u_172,s_133,2025-06-15 18:45:40,share,c_16,test
u_479,s_134,2025-06-09 07:21:00,visit,c_70,test
u_479,s_134,2025-06-09 07:21:10,watch_start,c_70,test
u_479,s_134,2025-06-09 07:21:20,watch_complete,c_70,test
u_479,s_134,2025-06-09 07:21:30,like,c_70,test
u_479,s_134,2025-06-09 07:21:40,share,c_70,test
u_204,s_135,2025-06-25 07:56:00,visit,c_49,test
u_204,s_135,2025-06-25 07:56:10,watch_start,c_49,test
u_204,s_135,2025-06-25 07:56:20,watch_complete,c_49,test
u_284,s_136,2025-06-28 07:15:00,visit,c_85,test
u_284,s_136,2025-06-28 07:15:10,watch_start,c_85,test
u_284,s_136,2025-06-28 07:15:20,watch_complete,c_85,test
u_284,s_136,2025-06-28 07:15:30,like,c_85,test
u_105,s_137,2025-06-01 08:22:00,visit,c_64,control
u_105,s_137,2025-06-01 08:22:10,watch_start,c_64,control
u_105,s_137,2025-06-01 08:22:20,watch_complete,c_64,control
u_381,s_138,2025-06-28 22:56:00,visit,c_34,control
u_381,s_138,2025-06-28 22:56:10,watch_start,c_34,control
u_381,s_138,2025-06-28 22:56:20,watch_complete,c_34,control
u_109,s_139,2025-06-14 02:33:00,visit,c_31,test
u_109,s_139,2025-06-14 02:33:10,watch_start,c_31,test
u_109,s_139,2025-06-14 02:33:20,watch_complete,c_31,test
u_353,s_140,2025-06-14 20:19:00,visit,c_2,control
u_353,s_140,2025-06-14 20:19:10,watch_start,c_2,control
u_56,s_141,2025-06-23 08:56:00,visit,c_27,control
u_411,s_142,2025-06-01 10:32:00,visit,c_95,test
u_411,s_142,2025-06-01 10:32:10,watch_start,c_95,test
u_411,s_142,2025-06-01 10:32:20,watch_complete,c_95,test
u_411,s_142,2025-06-01 10:32:30,like,c_95,test
u_411,s_142,2025-06-01 10:32:40,share,c_95,test
u_465,s_143,2025-06-18 15:33:00,visit,c_13,test
u_465,s_143,2025-06-18 15:33:10,watch_start,c_13,test
u_465,s_143,2025-06-18 15:33:20,watch_complete,c_13,test
u_465,s_143,2025-06-18 15:33:30,like,c_13,test
u_465,s_143,2025-06-18 15:33:40,share,c_13,test
u_297,s_144,2025-06-21 04:13:00,visit,c_90,test
u_282,s_145,2025-06-01 06:03:00,visit,c_57,test
u_282,s_145,2025-06-01 06:03:10,watch_start,c_57,test
u_257,s_146,2025-06-30 08:14:00,visit,c_98,control
u_257,s_146,2025-06-30 08:14:10,watch_start,c_98,control
u_257,s_146,2025-06-30 08:14:20,watch_complete,c_98,control
u_234,s_147,2025-06-19 09:01:00,visit,c_83,control
u_234,s_147,2025-06-19 09:01:10,watch_start,c_83,control
u_338,s_148,2025-06-24 16:41:00,visit,c_22,test
u_338,s_148,2025-06-24 16:41:10,watch_start,c_22,test
u_441,s_149,2025-06-20 14:45:00,visit,c_97,control
u_441,s_149,2025-06-20 14:45:10,watch_start,c_97,control
u_441,s_149,2025-06-20 14:45:20,watch_complete,c_97,control
u_149,s_150,2025-06-15 20:25:00,visit,c_16,test
u_348,s_151,2025-06-18 12:29:00,visit,c_17,control
u_269,s_152,2025-06-24 14:14:00,visit,c_18,test
u_269,s_152,2025-06-24 14:14:10,watch_start,c_18,test
u_269,s_152,2025-06-24 14:14:20,watch_complete,c_18,test
u_57,s_153,2025-06-18 22:45:00,visit,c_76,control
u_57,s_153,2025-06-18 22:45:10,watch_start,c_76,control
u_37,s_154,2025-06-15 04:58:00,visit,c_68,control
u_69,s_155,2025-06-23 22:59:00,visit,c_14,test
u_69,s_155,2025-06-23 22:59:10,watch_start,c_14,test
u_432,s_156,2025-06-26 08:42:00,visit,c_60,test
u_432,s_156,2025-06-26 08:42:10,watch_start,c_60,test
u_432,s_156,2025-06-26 08:42:20,watch_complete,c_60,test
u_406,s_157,2025-06-03 17:37:00,visit,c_2,control
u_406,s_157,2025-06-03 17:37:10,watch_start,c_2,control
u_292,s_158,2025-06-02 22:20:00,visit,c_26,control
u_292,s_158,2025-06-02 22:20:10,watch_start,c_26,control
u_432,s_159,2025-06-19 12:20:00,visit,c_70,test
u_432,s_159,2025-06-19 12:20:10,watch_start,c_70,test
u_432,s_159,2025-06-19 12:20:20,watch_complete,c_70,test
u_174,s_160,2025-06-19 02:39:00,visit,c_50,test
u_174,s_160,2025-06-19 02:39:10,watch_start,c_50,test
u_174,s_160,2025-06-19 02:39:20,watch_complete,c_50,test
u_154,s_161,2025-06-06 02:06:00,visit,c_36,control
u_251,s_162,2025-06-03 14:37:00,visit,c_31,test
u_251,s_162,2025-06-03 14:37:10,watch_start,c_31,test
u_251,s_162,2025-06-03 14:37:20,watch_complete,c_31,test
u_251,s_162,2025-06-03 14:37:30,like,c_31,test
u_251,s_162,2025-06-03 14:37:40,share,c_31,test
u_86,s_163,2025-06-20 05:35:00,visit,c_80,control
u_86,s_163,2025-06-20 05:35:10,watch_start,c_80,control
u_86,s_163,2025-06-20 05:35:20,watch_complete,c_80,control
u_62,s_164,2025-06-19 19:33:00,visit,c_96,test
u_62,s_164,2025-06-19 19:33:10,watch_start,c_96,test
u_107,s_165,2025-06-29 18:42:00,visit,c_25,control
u_107,s_165,2025-06-29 18:42:10,watch_start,c_25,control
u_107,s_165,2025-06-29 18:42:20,watch_complete,c_25,control
u_107,s_165,2025-06-29 18:42:30,like,c_25,control
